rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
50,Community Middle School,6-8,West Windsor-Plainsboro Regional School District,"1,180",6.1%,"$12,257",87.6,2017
51,Northvale Public School,K-8,Northvale Public School District,517,0.0%,"$14,135",87.4,2017
52,Robert Treat Academy Charter School,K-8,Robert Treat Academy Charter School,684,74.3%,"$11,271",87.2,2017
53,Cedar Drive Middle School,6-8,Colts Neck Township School District,352,2.6%,"$13,516",87.2,2017
54,Classical Academy Charter School of Clifton,6-8,Classical Academy Charter School of Clifton,118,0.0%,"$9,165",87.1,2017
55,Black River Middle School,6-8,Chester Township School District,445,5.6%,"$11,856",87,2017
56,Haddonfield Middle School,6-8,Haddonfield School District,656,1.5%,"$6,717",86.9,2017
57,The Gray Charter School,K-8,Gray Charter School,347,65.4%,"$9,242",86.6,2017
58,Lawton C. Johnson Summit Middle School,6-8,Summit Public School District,929,13.0%,"$6,058",86.5,2017
59,Fieldstone Middle School,5-8,Montvale Board of Education School District,487,2.3%,"$9,522",86.5,2017
60,Columbia Middle School,6-8,Berkeley Heights School District,553,2.2%,"$10,202",86.4,2017
61,Long Valley Middle School,6-8,Washington Township School District,797,2.6%,"$11,408",86.4,2017
62,Thomas Jefferson Middle School,5-8,Fair Lawn Public School District,702,9.7%,"$8,430",86.3,2017
63,Knollwood School,4-8,Fair Haven School District,593,0.5%,"$10,199",86.3,2017
64,Harding Township School,"PK, KG-8",Harding Township School District,314,1.9%,"$20,191",86.1,2017
65,Central Jersey College Prep Charter School,K-12,Central Jersey College Prep Charter School,476,23.7%,"$8,883",86,2017
66,Rosa International Middle School,6-8,Cherry Hill School District,809,13.2%,"$8,651",85.9,2017
67,Maywood Avenue School,4-8,Maywood School District,531,17.5%,"$12,176",85.9,2017
68,Thompson Middle School,6-8,Middletown Township Public School District,"1,032",4.9%,"$8,182",85.9,2017
69,Mountain View School,5-8,Mendham Borough School District,256,2.7%,"$12,123",85.3,2017
70,Terrill Middle School,5-8,Scotch Plains-Fanwood School District,830,3.9%,"$9,029",85.3,2017
71,Haworth Public School,K-8,Haworth Public School District,412,0.0%,"$17,223",85.3,2017
72,East Amwell Township,"PK, KG-8",East Amwell Township School District,350,17.1%,"$16,880",85.3,2017
73,Belhaven Middle School,5-8,Linwood City School District,397,6.5%,"$9,797",85,2017
74,Bay Head Elementary,K-8,Bay Head Borough School District,129,0.0%,"$17,883",84.8,2017
75,Brooklawn Middle School,6-8,Parsippany-Troy Hills Township School District,881,10.2%,"$11,010",84.8,2017
76,Eric S. Smith Middle School,6-8,Ramsey School District,755,4.2%,"$11,092",84.6,2017
77,Central Middle School,6-8,Long Hill Township School District,265,0.0%,"$9,645",84.6,2017
78,Dwight D. Eisenhower Middle School,6-8,Wyckoff Township Public School District,796,0.8%,"$12,168",84.6,2017
79,Red Bank Charter School,"PK, KG-8",Red Bank Charter School,200,42.0%,"$12,107",84.5,2017
80,River Dell Middle School,7-8,River Dell Regional School District,568,1.4%,"$15,095",84.4,2017
81,Marlboro Middle School,6-8,Marlboro Township School District,"1,034",3.8%,"$9,749",84.1,2017
82,Thomas Edison EnergySmart Charter School,K-12,Thomas Edison EnergySmart Charter School,421,9.7%,"$7,387",84.1,2017
83,Pequannock Valley School,6-8,Pequannock Township School District,513,3.3%,"$16,625",83.7,2017
84,Thomas R Grover Middle School,6-8,West Windsor-Plainsboro Regional School District,"1,264",5.2%,"$12,108",83.7,2017
85,Pearl R. Miller Middle School,6-8,Kinnelon School District,495,5.9%,"$16,526",83.7,2017
86,Crossroads North Middle School,6-8,South Brunswick School District,"1,004",10.0%,"$12,082",83.6,2017
87,Central Middle School,6-8,Parsippany-Troy Hills Township School District,773,18.8%,"$11,269",83.5,2017
88,William Allen Middle School,7-8,Moorestown Township Public School District,610,7.9%,"$7,659",83.4,2017
89,Clinton Township Middle School,6-8,Clinton Township School District,378,5.0%,"$4,447",83.4,2017
90,Hillsborough Township Middle School,7-8,Hillsborough Township Public School District,"1,180",9.2%,"$6,250",83.4,2017
91,Robert R Lazar Middle School,6-8,Montville Township School District,903,2.9%,"$14,639",83.3,2017
92,Great Meadows Regional Middle School,4-8,Great Meadows Regional School District,269,8.9%,"$10,038",83.2,2017
93,G. Harold Antrim Elementary School,"PK, KG-8",Point Pleasant Beach School District,405,26.2%,"$18,007",83.2,2017
94,Mount Olive Middle School,6-8,Mount Olive Township School District,"1,103",13.4%,"$9,624",83.1,2017
95,Hammarskjold Middle School,6-7,East Brunswick Township School District,"1,209",14.6%,"$13,382",83.1,2017
96,Kingwood Township School,"PK, KG-8",Kingwood Township School District,346,9.0%,"$15,499",82.9,2017
97,Medford Memorial Middle School,7-8,Medford Township School District,714,8.0%,"$5,786",82.9,2017
98,Ramapo Ridge,6-8,Mahwah Township Public School District,697,9.6%,"$11,030",82.8,2017
99,George Washington Middle School,6-8,Wayne Township Public School District,581,12.2%,"$16,001",82.6,2017
100,Upper School,3-8,Englewood Cliffs School District,342,0.0%,"$12,826",82.2,2017
101,Glen Rock Middle School,6-8,Glen Rock Public School District,591,0.5%,"$15,503",82.2,2017
102,Lincoln Park Middle School,5-8,Lincoln Park School District,393,18.6%,"$9,325",82.2,2017
103,Holdrum Middle School,6-8,River Vale Public School District,433,0.7%,"$15,988",82.1,2017
104,Valley Middle School,6-8,Oakland Public School District,566,6.4%,"$13,567",82.1,2017
105,Little Falls Township Public School # 1,5-8,Little Falls Township Public School District,392,24.7%,"$13,515",81.9,2017
106,Warren Middle School,6-8,Warren Township School District,689,0.9%,"$13,671",81.9,2017
107,Sparta Middle School,6-8,Sparta Township Public School District,818,2.7%,"$11,076",81.8,2017
108,Millstone Township Middle School,6-8,Millstone Township School District,459,6.3%,"$13,011",81.7,2017
109,Roosevelt Intermediate School,6-8,Westfield Public School District,750,0.4%,"$7,490",81.4,2017
110,Neeta School,3-8,Medford Lakes School District,376,2.9%,"$6,879",81.3,2017
111,Valleyview Middle School,6-8,Denville Township K-8 School District,575,3.3%,"$10,360",81.3,2017
112,West Essex Middle School,7-8,West Essex Regional School District,569,3.3%,"$10,372",81.3,2017
113,Stonebridge Middle School,5-8,Upper Freehold Regional School District,516,6.2%,"$10,883",81.3,2017
114,Manalapan-Englishtown Middle School,7-8,Manalapan-Englishtown Regional School District,"1,197",11.3%,"$8,020",81.3,2017
115,Benjamin Franklin Middle School,6-8,Ridgewood Public School District,711,1.5%,"$11,177",81.2,2017
116,William R. Satz School,7-8,Holmdel Township School District,523,3.6%,"$14,243",81.2,2017
117,Green Hills School,K-8,Green Township School District,428,8.4%,"$14,773",81.1,2017
118,Lavallette Elementary School,K-8,Lavallette Borough School District,146,15.8%,"$18,143",81,2017
119,Schuyler Colfax Middle School,6-8,Wayne Township Public School District,753,5.4%,"$15,872",81,2017
120,J.P. Case Middle School,7-8,Flemington-Raritan Regional School District,786,13.4%,"$10,239",80.8,2017
121,Edgar Middle School,5-8,Metuchen Public School District,757,9.1%,"$7,842",80.7,2017
122,George Washington Middle School,6-8,Ridgewood Public School District,729,2.2%,"$11,167",80.5,2017
123,Brielle Elementary School,"PK, KG-8",Brielle Boro School District,542,4.2%,"$12,663",80.5,2017
124,Waldwick Middle School,6-8,Waldwick School District,362,0.8%,"$11,561",80.4,2017
125,East Brook Middle School,5-8,Paramus Public School District,615,5.4%,"$14,097",80.3,2017
126,Slocum Skewes School,2-9,Ridgefield School District,755,32.2%,"$11,589",80.3,2017
127,Charles DeWolf Middle School,5-8,Old Tappan Public School District,341,0.9%,"$9,136",80.2,2017
128,Chatham Middle School,6-8,School District of the Chathams,"1,086",1.4%,"$8,721",80.1,2017
129,Franklin Avenue Middle School,6-8,Franklin Lakes School District,435,0.7%,"$13,230",80.1,2017
130,Clifton T. Barkalow School,6-8,Freehold Township School District,686,9.0%,"$11,513",80.1,2017
131,Hardyston Township Middle School,5-8,Hardyston Township School District,318,10.1%,"$8,162",79.9,2017
132,Mount Arlington Public School,3-8,Mount Arlington Public School District,248,18.1%,"$3,206",79.8,2017
133,Westwood Regional Middle School,6-8,Westwood Regional School District,419,10.0%,"$3,269",79.8,2017
134,Ridgedale Middle School,6-8,Florham Park School District,317,0.9%,"$10,605",79.6,2017
135,Malcolm E Nettingham Middle School,5-8,Scotch Plains-Fanwood School District,914,7.5%,"$8,253",79.6,2017
136,Dwight D. Eisenhower School,6-8,Freehold Township School District,682,10.3%,"$10,436",79.3,2017
137,Kingsway Regional Middle School,7-8,Kingsway Regional School District,923,10.4%,"$6,677",79.3,2017
138,Selzer Elementary/Middle School,"PK, KG-8",Dumont Public School District,518,9.8%,"$7,760",78.8,2017
139,Delaware Township School,"PK, KG-8",Delaware Township School District,388,8.0%,"$17,866",78.8,2017
140,Monroe Township Middle School,6-8,Monroe Township School District,"1,651",8.1%,"$13,214",78.8,2017
141,Thomas Edison Intermediate School,6-8,Westfield Public School District,829,4.3%,"$7,471",78.7,2017
142,Clinton Public School,"PK, KG-8",Clinton-Glen Gardner School District,451,12.2%,"$16,860",78.4,2017
143,Memorial Middle School,6-8,Point Pleasant Borough School District,648,16.0%,"$12,151",78.2,2017
144,Honiss Elementary/Middle School,K-8,Dumont Public School District,603,15.1%,"$8,229",78.2,2017
145,Holland Township Elementary School,"PK, KG-8",Holland Township School District,546,7.1%,"$16,743",78.1,2017
146,Leonia Middle School,5-8,Leonia Public School District,515,16.1%,"$13,354",77.7,2017
147,Rockaway Valley School,"PK, KG-8",Boonton Township School District,444,1.8%,"$16,532",77.7,2017
148,Logan Middle School,5-8,Logan Township School District,253,17.8%,"$12,685",77.4,2017
149,Princeton Middle School,6-8,Princeton Public School District,762,13.9%,"$11,879",77.4,2017
150,Clementon Elementary School,"PK, KG-8",Clementon Elementary School District,453,44.4%,"$13,193",77.4,2017
151,William F. Halloran School No.22,2-8,Elizabeth Public Schools,861,72.7%,"$6,924",77.2,2017
152,George G White,5-8,Hillsdale School District,575,7.1%,"$10,922",77.2,2017
153,Thomas Jefferson Middle School,6-8,Lodi School District,732,65.4%,"$7,692",76.9,2017
154,Memorial Middle School,5-8,Fair Lawn Public School District,462,16.7%,"$9,028",76.8,2017
155,Crossroads South Middle School,6-8,South Brunswick School District,"1,141",14.4%,"$11,946",76.7,2017
156,North Star Academy Charter School,K-12,North Star Academy Charter School,"4,490",86.9%,"$10,058",76.7,2017
157,Pond Road Middle School,5-8,Robbinsville Public Schools,"1,014",3.6%,"$4,739",76.6,2017
158,Buzz Aldrin Middle School,6-8,Montclair Public School District,659,18.4%,"$11,896",76.4,2017
159,David E. Owens Middle School,6-8,New Milford Public School District,481,19.5%,"$11,019",76.4,2017
160,Henry C. Beck Middle School,6-8,Cherry Hill School District,914,13.0%,"$8,678",76.2,2017
161,Tinton Falls Middle School,6-8,Tinton Falls School District,519,21.8%,"$12,348",76.2,2017
162,Unity Charter School,K-8,Unity Charter School,234,14.1%,"$10,094",75.9,2017
163,Stow Creek Township School,"PK, KG-8",Stow Creek Township School District,123,39.0%,"$13,343",75.3,2017
164,Clearview Regional Middle School,7-8,Clearview Regional High School District,826,11.3%,"$7,465",75.2,2017
165,Riverton School District,"PK, KG-8",Riverton School District,279,10.4%,"$12,139",75.1,2017
166,Matawan-Aberdeen Middle School,6-8,Matawan-Aberdeen Regional School District,862,28.1%,"$14,477",75.1,2017
167,Montgomery Upper Middle School,7-8,Montgomery Township School District,816,4.9%,"$14,018",75,2017
168,Howell Township Middle School South,6-8,Howell Township Public School District,979,11.4%,"$10,545",74.9,2017
169,Readington Middle School,6-8,Readington Township School District,607,4.1%,"$12,092",74.8,2017
170,Randolph Middle School,6-8,Randolph Township School District,"1,196",9.1%,"$10,005",74.8,2017
171,Riverdale School,"PK, KG-8",Riverdale School District,337,15.4%,"$12,574",74.5,2017
172,Cresskill Middle School,6-8,Cresskill Public School District,441,1.1%,"$9,670",74.5,2017
173,Memorial Junior School,6-8,Hanover Township School District,502,1.4%,"$9,917",74.5,2017
174,Elysian Charter School of Hoboken,K-8,Elysian Charter School,290,12.8%,"$8,361",74.2,2017
175,Hoboken Charter School,K-12,Hoboken Charter School,298,28.9%,"$10,740",74.2,2017
176,Northern Burlington County Regional Middle School,7-8,Northern Burlington County Regional School District,771,10.8%,"$12,048",74,2017
177,Maple Place Middle School,5-8,Oceanport School District,265,7.5%,"$17,151",73.9,2017
178,Valley View School,5-8,Watchung Borough School District,341,0.0%,"$9,487",73.9,2017
179,Ann Street School,K-8,Newark Public School District,"1,335",87.6%,"$8,426",73.7,2017
180,Branchburg Central Middle School,6-8,Branchburg Township School District,522,6.1%,"$17,027",73.2,2017
181,Lewis F. Cole Middle School,5-8,Fort Lee School District,579,20.4%,"$9,428",73,2017
182,Carl H. Kumpf School,6-8,Clark Township Public School District,506,7.7%,"$11,251",73,2017
183,Deerfield Elementary School,3-8,Mountainside School District,484,3.3%,"$8,613",73,2017
184,Bridgewater-Raritan Middle School,7-8,Bridgewater-Raritan Regional School District,"1,378",10.6%,"$11,299",72.9,2017
185,Bergen Arts and Sciences Charter School,K-12,Bergen Arts and Science Charter School,"1,126",46.4%,"$8,403",72.8,2017
186,Haskell Elementary School,"PK, KG-8",Wanaque School District,429,35.2%,"$15,716",72.5,2017
187,Park Ridge High School,7-12,Park Ridge School District,574,4.7%,"$17,389",72.4,2017
188,Norman S. Weir,K-8,Paterson Public School District,293,63.8%,"$13,381",72.3,2017
189,Alexandria Middle School,4-8,Alexandria Township School District,273,2.6%,"$12,932",72.3,2017
190,Manasquan Elementary School,"PK, KG-8",Manasquan School District,632,14.9%,"$16,394",72.2,2017
191,Berlin Community School,"PK, KG-8",Berlin Borough School District,815,18.5%,"$11,413",72.2,2017
192,Ventnor Middle School,5-8,Ventnor City School District,291,65.3%,"$6,486",72.1,2017
193,Franklin Township School,"PK, KG-8",Franklin Township School District,285,3.2%,"$14,956",72.1,2017
194,Henry B. Whitehorne Middle School,5-8,Verona Public School District,720,0.0%,"$11,775",72,2017
195,Frankford Township School,"PK, KG-8",Frankford Township Consolidated School District,519,11.8%,"$16,040",71.9,2017
196,Bogota Junior/Senior High School,8-12,Bogota Public School District,514,48.1%,"$9,163",71.5,2017
197,Bloomsbury Borough School,"PK, KG-8",Bloomsbury Borough School District,108,19.4%,"$16,669",71.4,2017
198,Upper Township Middle School,6-8,Upper Township School District,480,14.2%,"$8,169",71,2017
199,Lawrence Middle School,7-8,Lawrence Township Public School District,600,25.0%,"$12,790",70.9,2017
200,High Mountain School,5-8,North Haledon School District,271,19.2%,"$13,562",70.8,2017
201,Martin J. Ryerson School,6-8,Ringwood School District,428,8.6%,"$10,434",70.8,2017
202,Hasbrouck Heights Middle School,6-8,Hasbrouck Heights School District,461,14.8%,"$10,295",70.7,2017
203,West Brook Middle School,5-8,Paramus Public School District,585,6.3%,"$14,137",70.5,2017
204,Green Brook Middle School,5-8,Green Brook Township Public School District,429,6.3%,"$12,964",70.2,2017
205,John Hill School,3-8,Boonton Town Public School District,633,35.9%,"$11,679",69.8,2017
206,Hainesport Township School,"PK, KG-8",Hainesport Township School District,614,18.2%,"$12,400",69.7,2017
207,Montague Township School,"PK, KG-8",Montague Township School District,245,40.0%,"$17,566",69.4,2017
208,Park Elementary School,"PK, KG-8",Newark Public School District,859,86.7%,"$8,704",69.4,2017
209,The Queen City Academy Charter School,K-12,The Queen City Academy Charter School District,324,82.7%,"$9,791",69.2,2017
210,Secaucus Middle School,6-8,Secaucus School District,456,21.3%,"$8,873",69.2,2017
211,Carl W. Goetz Middle School,6-8,Jackson Township School District,"1,175",16.8%,"$8,153",69.1,2017
212,Voorhees Middle School,6-8,Voorhees Township School District,"1,067",13.4%,"$12,761",69.1,2017
213,Teaneck Community Charter school,K-8,Teaneck Community Charter School,320,13.4%,"$10,075",69,2017
214,White Township Consolidated School,"PK, KG-8",White Township Consolidated School District,269,20.4%,"$16,580",68.6,2017
215,Henry Hudson Regional School,7-12,Henry Hudson Regional School District,315,28.6%,"$19,383",68.6,2017
216,Marlton Middle,6-8,Evesham Township School District,786,14.0%,"$8,495",68.5,2017
217,Haddon Heights Junior/Senior High School,7-12,HADDON HEIGHTS School District,801,20.8%,"$12,429",68.5,2017
218,Ridge and Valley Charter School,K-8,Ridge and Valley Charter School,126,0.0%,"$13,265",68.4,2017
219,Learning Community Charter School,"PK, KG-8",The Learning Community Charter School,584,33.6%,"$9,314",68.2,2017
220,Lake Riviera Middle School,6-8,Brick Township Public School District,965,37.3%,"$8,086",67.6,2017
221,Dover Middle School,7-8,Dover Public School District,515,74.8%,"$6,203",67.4,2017
222,Spring Lake Heights Elementary School,"PK, KG-8",Spring Lake Heights School District,340,5.3%,"$13,667",67.2,2017
223,Liberty Middle School,7-8,West Orange Public Schools,533,48.4%,"$11,447",67.1,2017
224,Alexander Hamilton Academy,K-8,Paterson Public School District,563,78.0%,"$8,344",67,2017
225,Eisenhower Middle School,7-8,Roxbury Township School District,587,13.1%,"$16,096",66.9,2017
226,Upper Pittsgrove School,"PK, KG-8",UPPER PITTSGROVE Township School District,348,18.1%,"$14,593",66.8,2017
227,Hillside Avenue School,K-8,Cranford Public School District,771,9.5%,"$10,688",66.7,2017
228,Von E. Mauger Middle School,6-8,Middlesex Borough School District,835,33.7%,"$9,479",66.6,2017
229,Maria Varisco Rogers Charter School,K-8,Maria L. Varisco-Rogers Charter School,543,70.5%,"$14,257",66.6,2017
230,South Orange Middle School,6-8,South Orange-Maplewood School District,805,14.7%,"$6,366",66.5,2017
231,Joyce Kilmer School,4-8,Milltown School District,394,8.1%,"$7,516",66.4,2017
232,Emerson Junior Senior High,7-12,Emerson Public School District,535,6.5%,"$15,333",66.4,2017
233,Hackettstown Middle School,5-8,Hackettstown Public School District,433,30.9%,"$11,392",66.3,2017
234,Richard Butler School,5-8,Butler Public School District,281,23.1%,"$9,699",66.3,2017
235,Township of Ocean Intermediate School,5-8,Township of Ocean School District,"1,076",27.1%,"$9,710",66.2,2017
236,John H. Walker Middle School,7-8,Nutley Public School District,628,15.3%,"$15,810",65.8,2017
237,Delsea Regional Middle School,7-8,Delsea Regional High School District,468,28.8%,"$12,279",65.8,2017
238,Timberlane Middle School,6-8,Hopewell Valley Regional School District,853,4.7%,"$12,291",65.5,2017
239,Frances DeMasi Middle School,6-8,Evesham Township School District,788,12.1%,"$8,233",65.3,2017
240,Wanaque Elementary School,"PK, KG-8",Wanaque School District,516,15.7%,"$15,590",65.3,2017
241,Oldmans Township School,"PK, KG-8",Oldmans Township School District,275,26.2%,"$12,139",65.3,2017
242,Terence C. Reilly School No 7,2-8,Elizabeth Public Schools,"1,055",73.5%,"$7,777",65,2017
243,Iselin Middle School,6-8,Woodbridge Township School District,697,34.4%,"$8,163",64.8,2017
244,Howell Township Middle School North,6-8,Howell Township Public School District,"1,163",20.5%,"$10,272",64.4,2017
245,Theodore Schor Middle School,6-8,Piscataway Township School District,579,42.0%,"$7,342",64.3,2017
246,Lower Alloways Creek Elementary School,"PK, KG-8",The Lower Alloways Creek School District,159,25.8%,"$15,051",64.2,2017
247,Cinnaminson Middle School,6-8,Cinnaminson Township School District,584,16.8%,"$11,411",64,2017
248,Indian Mills Memorial School,5-8,Shamong Township School District,375,10.4%,"$12,044",64,2017
249,Lakeside School,6-8,Pompton Lakes School District,355,22.0%,"$12,048",63.9,2017
250,Carl Sandburg Middle School,6-8,Old Bridge Township School District,"1,143",27.8%,"$13,950",63.7,2017
251,Ogdensburg Borough School,"PK, KG-8",Ogdensburg Borough School District,239,23.8%,"$14,824",63.6,2017
252,High Bridge Middle School,5-8,High Bridge Borough School District,171,15.2%,"$17,719",63.3,2017
253,Woodstown Middle School,6-8,Woodstown-Pilesgrove Regional School District,266,30.8%,"$5,852",63.2,2017
254,Southampton Township School #3,6-8,Southampton Township School District,245,21.6%,"$15,104",63,2017
255,Discovery Charter School,4-8,Discovery Charter School,100,91.0%,"$11,745",62.8,2017
256,Herbert Hoover Middle School,6-8,Edison Township School District,814,28.3%,"$7,148",62.7,2017
257,Walter T. Bergen Middle School,5-8,Bloomingdale School District,242,24.4%,"$14,949",62.6,2017
258,Frank Antonides School,5-8,West Long Branch School District,265,13.2%,"$11,358",62.4,2017
259,Ocean City Intermediate School,4-8,Ocean City School District,533,27.2%,"$9,932",62.2,2017
260,New Egypt Middle School,6-8,Plumsted Township School District,315,17.8%,"$10,152",62.1,2017
261,Maplewood Middle School,6-8,South Orange-Maplewood School District,762,22.6%,"$6,140",62,2017
262,Saddle Brook Middle/High School,7-12,Saddle Brook School District,781,17.7%,"$12,160",61.4,2017
263,Alfred Zampella School,"PK, KG-8",Jersey City Public Schools,"1,093",74.6%,"$10,970",61.3,2017
264,Westampton Township Middle School,4-8,Westampton Township Public School District,477,25.4%,"$10,468",61.2,2017
265,Memorial School,"PK, KG-8",South Hackensack School District,275,34.5%,"$14,711",61.1,2017
266,Wall Intermediate School,6-8,Wall Township Public School District,875,12.0%,"$11,793",61.1,2017
267,Bernardsville Middle School,5-8,Somerset Hills Regional School District,549,11.8%,"$9,053",61.1,2017
268,Mt Vernon Place School,"PK, KG-8",Newark Public School District,753,67.3%,"$9,356",61,2017
269,Pittsgrove Township Middle School,5-8,Pittsgrove Township School District,407,33.2%,"$7,489",61,2017
270,Foundation Academy Charter School,K-12,Foundation Academy Charter School,"1,003",78.3%,"$11,069",61,2017
271,Explore Middle School,6-8,Hudson County Schools of Technology School District,119,31.9%,"$10,449",60.7,2017
272,Fernwood Avenue Middle School,6-8,Egg Harbor Township School District,959,49.3%,"$12,722",60.6,2017
273,Roy W. Brown Middle School,6-8,Bergenfield Borough School District,785,40.4%,"$10,070",60.6,2017
274,Conackamack Middle School,6-8,Piscataway Township School District,527,30.6%,"$8,022",60.4,2017
275,Lopatcong Township Middle School,5-8,Lopatcong Township School District,390,16.9%,"$7,105",60.3,2017
276,Byram Intermediate School,5-8,Byram Township School District,425,6.6%,"$14,338",60.3,2017
277,Roosevelt Middle School,7-8,West Orange Public Schools,558,42.1%,"$13,694",60.2,2017
278,Hope Township School,"PK, KG-8",Hope Township School District,155,11.0%,"$19,117",60.1,2017
279,Union School,7-8,Rutherford School District,396,3.3%,"$8,872",60.1,2017
280,Grover Cleveland Middle School,6-8,Caldwell-West School District,633,9.0%,"$10,655",60.1,2017
281,Lafayette Township School,"PK, KG-8",Lafayette Township School District,232,13.8%,"$16,815",59.9,2017
282,Thomas Jefferson Middle School,6-8,Edison Township School District,757,33.6%,"$7,161",59.8,2017
283,John P. Holland Charter School,"PK, KG-8",John P Holland Charter School,207,90.8%,"$9,769",59.8,2017
284,Memorial Middle School,5-8,Cedar Grove Township School District,523,2.7%,"$8,390",59.3,2017
285,Alloway Township School,"PK, KG-8",Alloway Township School District,374,16.3%,"$10,893",59.3,2017
286,Netcong Elementary School,"PK, KG-8",Netcong School District,295,42.7%,"$12,749",59.2,2017
287,Washington Park School,4-8,Totowa Public School District,682,26.2%,"$11,100",59.2,2017
288,Estell Manor Elementary School,K-8,Estell Manor School District,172,18.6%,"$13,620",59.1,2017
289,Carlstadt Public School,"PK, KG-8",Carlstadt Public School District,539,31.0%,"$13,954",59.1,2017
