Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
18436483,Baked and Wrapped,1,New Delhi,"Laxmi Bai Nagar, INA, New Delhi",INA,"INA, New Delhi",77.2093928,28.5780214,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5
18245249,M.D. Kitchen,1,New Delhi,"62, Laxmi Bai Nagar Market, Opposite INA Market, Near Dilli Haat, INA, New Delhi",INA,"INA, New Delhi",77.2100616,28.5783748,"North Indian, Mughlai, Chinese, South Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,30
301448,Kerala Hotel,1,New Delhi,"211-A, Mohan Singh Market, INA Market, INA, New Delhi",INA,"INA, New Delhi",77.2100216,28.5739586,"Kerala, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,108
18425152,New Classic Kitchen,1,New Delhi,"Shop 35, Laxmi Bai Nagar Market, INA, New Delhi",INA,"INA, New Delhi",77.2095724,28.5780386,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
312231,M.P. Canteen,1,New Delhi,"South Avenue, President's Estate, Near, India Gate, New Delhi",India Gate,"India Gate, New Delhi",77.198618,28.607967,"South Indian, North Indian, Chinese, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,13
18057802,Mysore Cafe,1,New Delhi,"12, South Avenue Market, Near Sena Bhawan, India Gate, New Delhi",India Gate,"India Gate, New Delhi",77.2014634,28.6083918,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12
307622,Maharashtra Sadan,1,New Delhi,"Behind Baroda House, Kasturbha Gandhi Marg, Near India Gate, New Delhi",India Gate,"India Gate, New Delhi",77.2296031,28.6184829,"North Indian, Maharashtrian",300,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,266
18475283,Kashmiri Hills Wazwan,1,New Delhi,"Kasmir House, India Gate, New Delhi",India Gate,"India Gate, New Delhi",0,0,Kashmiri,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18481278,Mirch Masala Restaurant,1,New Delhi,"Shop 1, South Avenue Market, India Gate, New Delhi",India Gate,"India Gate, New Delhi",77.1981633,28.6086732,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
311546,Shree Rathnam,1,New Delhi,"24, Akbar Road, Near India Gate, New Delhi",India Gate,"India Gate, New Delhi",77.2211555,28.6083206,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
1546,Abhishek Restaurant,1,New Delhi,"Shop G-6, Pankaj Corner Market, Near Prince Appartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3016535,28.6307448,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,36
4673,AL Maroosh,1,New Delhi,"E/76, West Vinod Nagar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2933535,28.6221018,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,20
18440187,Ambarsari Kababs & Curries,1,New Delhi,"G-45, Pankaj Central Market, Near Plato Public School, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3027284,28.6332414,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
304304,Ambrosia - The Golden Palms Hotel,1,New Delhi,"The Golden Palms Hotel, 6C, Opposite East Delhi Police Headquarter, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3061495,28.6310189,"North Indian, Continental",1500,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average,68
18107859,Bala's Kitchen,1,New Delhi,"B/1-133, Ekta Garden, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3062105,28.6311765,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
303582,Cafe Meadows,1,New Delhi,"9, DDA Market 1, Opposite St. Andrew's Scots School, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2995552,28.6360907,"Fast Food, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,26
306595,Dee The Baker,1,New Delhi,"Agrasen Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3089444,28.6281517,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,11
305348,Dilli Darbaar,1,New Delhi,"Madhu Vihar Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3043502,28.6360024,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,18
303586,Finger Licious,1,New Delhi,"A-142, Madhu Vihar Main Road, Near Patparganj Bus Depot, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3056876,28.6362503,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,137
18289231,Garden Hut,1,New Delhi,"Balco Society, Front Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3059907,28.6306439,Chinese,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,8
9803,Hari Mirch Masala,1,New Delhi,"B-34, Gurudawara Road, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3031004,28.6360078,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,101
3700,Kamal's,1,New Delhi,"C-31, Gurudwara Road, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3031053,28.6351912,"North Indian, South Indian, Chinese, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,103
3093,Kocktails & Kurries,1,New Delhi,"4, Atlantic Plaza, Local Shopping Complex, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3089888,28.6280802,"North Indian, Chinese",950,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.1,Orange,Average,94
308849,Madras Cafe,1,New Delhi,"C 30, Madhuvihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3032993,28.6355354,South Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,22
301149,Mahalaxmi Dairy & Sweets,1,New Delhi,"C-2/1, Madhu Vihar, Sai Chowk, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3039947,28.6348977,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,16
305159,Meet n Eat,1,New Delhi,"G-2, Atlantic Plaza, LSC 2, Opposite Ajanta Apartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3082609,28.6282279,"North Indian, Fast Food, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,56
6256,Punjabi Mirchi,1,New Delhi,"G-21, Pankaj Central Market, Near Plato Public School, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3028343,28.6335406,"North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,49
18258483,The Garam Masala,1,New Delhi,"G-7, Aggarwal Tower, Near Ajanta Market, LSC 2, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3079824,28.627967,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,60
9806,Unique Pastry Shop,1,New Delhi,"C-15, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3035124,28.6349194,Bakery,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,86
303590,Vaishno Amritsari Dhaba,1,New Delhi,"G-12, Aggarwal Tower, Local Shopping Complex 2, Near AVB Public School, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.307845,28.6278421,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,51
311263,Zara Restaurant,1,New Delhi,"Shop 15, DDA Market, Opposite Mayor Public School, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2919552,28.6220862,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,24
303592,Bhatia Sweets,1,New Delhi,"2, DDA Market 2, Near Balco Apartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.305996,28.630711,"Mithai, South Indian, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,97
18228856,De Cafepedia,1,New Delhi,"B-41, Shop 2, Gurdwara Road, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3030936,28.6360258,"Fast Food, Chinese",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,60
18308458,Icy Curls,1,New Delhi,"C-12/1 Main Road, Madhu Vihar Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3037739,28.634931,"Desserts, Ice Cream",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,25
18378062,Chakhna,1,New Delhi,"G-2, Pankaj Plaza, Patparganj, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3012262,28.6308689,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
18464687,Choco-House Chocolatiers,1,New Delhi,"224 Vardhman Plaza, 9 Local Shopping Center 2, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,Desserts,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18428622,D Brown Affairs,1,New Delhi,"Anamika Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2995024,28.6362246,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18432941,Daya Sagar,1,New Delhi,"204, Gali Number 13, Chander Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2974464,28.6346331,"North Indian, Chinese, Mughlai",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18264980,Food Code 99,1,New Delhi,"C-72A, Shri Ram Chowk, Mandawali, Opposite Subzi Mandi, Vinod Nagar, Near, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3011496,28.6274039,"Chinese, South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18378025,Foodie Singh,1,New Delhi,"A-105, Shop 4, Chander Vihar Market, Sahyadri Appartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2990042,28.6336787,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
18493572,Gluten Free by Deepika,1,New Delhi,"Agrasen Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,"Bakery, Healthy Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18441696,Jain Restaurant,1,New Delhi,"246/67, Opposite Prince Apartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2995973,28.630479,North Indian,500,Indian Rupees(Rs.),Yes,No,No,No,2,0,White,Not rated,0
18421488,Kesariya Sweets,1,New Delhi,"G 8, Aggarwal Tower, LSC 2, Patparganj, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.30793916,28.62804124,Mithai,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
308853,KG Confectionery and Pastry Shop,1,New Delhi,"C-18, Madhuvihar, Opposite OM Bikanerwala, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3038718,28.6348699,"Bakery, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
312864,Krishna Da Dhaba,1,New Delhi,"Shop C- 31 A, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3032993,28.6355354,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
18492957,Little Cup Cake,1,New Delhi,"107, Vidhi Apartments, Plot 116, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,"Bakery, Desserts",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18439029,New Kovilakam Restaurant,1,New Delhi,"A 70/3, Gali 5, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.30450468,28.63570449,"Kerala, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18441698,Nice Food Corner,1,New Delhi,"E/74 West Vinod Nagar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2934576,28.6219398,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18440175,Radhey Radhey Foods,1,New Delhi,"D-500, West Vinod Nagar, Near Apex Hospital, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3029659,28.6264823,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18258502,Schezwan Bakery,1,New Delhi,"19, DDA Central Market (Balco Market), IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3065335,28.6304877,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18440143,Shama Muradabadi Chicken Corner,1,New Delhi,"C-12,G/F, Main Road Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3037861,28.6349562,Biryani,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18460414,Starve Stalkers,1,New Delhi,"IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,"Italian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18377928,Tava & Tandoor,1,New Delhi,"C-37, LG-1,2, Opposite Narwana Appartment, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3030602,28.635191,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
6777,Chutneez Restaurant Lounge & Bar,1,New Delhi,"308-A, Above ICICI Bank, RG Square Mall, Near Max Hospital, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3095488,28.6339747,"North Indian, Chinese, Mughlai",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.4,Red,Poor,124
8376,Domino's Pizza,1,New Delhi,"Plot 7, LSC, Prince Apartments Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3012464,28.6308576,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,113
8619,Mangal Sweets,1,New Delhi,"6 LSC, RSN Arcade, New Prince Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3015435,28.6304523,"North Indian, Chinese, South Indian, Street Food, Mithai",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,166
18228125,Sweet Tickles,1,New Delhi,"A-18, Bathla Appartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.305766,28.631723,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,71
306026,Ira - The Waterside Bar - ITC Maurya,1,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734292,28.5981818,Finger Food,2000,Indian Rupees(Rs.),No,No,No,No,4,3.2,Orange,Average,17
302636,Nutmeg The Gourmet Shop - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1735895,28.5974082,"Bakery, Desserts",1000,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,25
18376494,Fabelle Chocolate Boutique - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1735895,28.5974082,"Desserts, Ice Cream",1200,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,20
2745,Golf Bar - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734391,28.5981778,Drinks Only,3500,Indian Rupees(Rs.),No,No,No,No,4,3.5,Yellow,Good,45
2742,Bukhara - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1737243,28.5974659,North Indian,6500,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,2826
309548,Tian - Asian Cuisine Studio - ITC Maurya,1,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734547,28.5973505,"Asian, Japanese, Korean, Thai, Chinese",7000,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,188
311078,Ashish Lal Dhaba,1,New Delhi,"B4, Kotla Road, ITO, New Delhi",ITO,"ITO, New Delhi",77.23888333,28.63209722,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,26
18144464,Lal Dhaba,1,New Delhi,"Plot B3, Kotla Road, ITO, New Delhi",ITO,"ITO, New Delhi",0,0,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
311117,McDonald's,1,New Delhi,"GF 3A-4D, Milap Building, Bahadur Shah Zafar Marg, ITO, New Delhi",ITO,"ITO, New Delhi",77.24104444,28.63255,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,25
303261,Udupi Cafe,1,New Delhi,"Ground Floor, Pratap Bhawan, Building 5, Bahadurshah Zafar Marg, Near ITO, New Delhi",ITO,"ITO, New Delhi",77.24134527,28.6311424,"South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,117
18037812,"34, Chowringhee Lane",1,New Delhi,"23/1, Prem Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.097151,28.6347982,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11
